weighted_g2v0,weighted_g2v1,weighted_g2v2,weighted_g2v3,weighted_g2v4,weighted_g2v5,weighted_g2v6,weighted_g2v7,weighted_g2v8,weighted_g2v9,weighted_g2v10,weighted_g2v11,weighted_g2v12,weighted_g2v13,weighted_g2v14,weighted_g2v15,weighted_g2v16,weighted_g2v17,weighted_g2v18,weighted_g2v19,weighted_g2v20,weighted_g2v21,weighted_g2v22,weighted_g2v23,weighted_g2v24,weighted_g2v25,weighted_g2v26,weighted_g2v27,weighted_g2v28,weighted_g2v29,weighted_g2v30,weighted_g2v31,weighted_g2v32,weighted_g2v33,weighted_g2v34,weighted_g2v35,weighted_g2v36,weighted_g2v37,weighted_g2v38,weighted_g2v39,weighted_g2v40,weighted_g2v41,weighted_g2v42,weighted_g2v43,weighted_g2v44,weighted_g2v45,weighted_g2v46,weighted_g2v47,weighted_g2v48,weighted_g2v49,weighted_g2v50,weighted_g2v51,weighted_g2v52,weighted_g2v53,weighted_g2v54,weighted_g2v55,weighted_g2v56,weighted_g2v57,weighted_g2v58,weighted_g2v59,weighted_g2v60,weighted_g2v61,weighted_g2v62,weighted_g2v63,label
-0.16743520934962564,-0.05792014951714211,-0.06162927736424738,0.059255673808770046,-0.1800059638503525,0.143265621448922,-0.06467649212314022,-0.06240851054123293,0.021400307977779046,0.053266915109836395,-0.09185866163008743,0.07900574467558828,0.22005051764556102,-0.1113337864077443,0.2263363938778639,0.07311183258166744,-0.1762322011300259,-0.04191634030495253,0.12022275801282375,-0.03284587757403238,-0.03408364886935386,0.08794485179500447,0.12858270688706802,-0.28833399620424544,-0.009219397749337886,-0.13424064960434204,-0.011358594172634184,-0.00287658326431281,0.031119274544633098,0.08985720305936411,-0.03942566675444444,0.17187292537289775,-0.06302870315460798,-0.17187665448161876,-0.13625794472302208,0.11101574568181402,0.06560829004479779,-0.0512969831056479,0.16597462085968193,-0.29103128689651686,-0.1296092237966756,0.332346712021778,-0.12274904181766841,-0.08278288733757412,-0.028652769025777364,0.007538439261002673,-0.26724063848636836,0.06457358720298442,-0.017174723889264797,0.05636403799419188,0.2715145861924005,0.03788684385880414,-0.1278855515850915,0.07510594233689416,0.06909468793795288,0.0640433539545888,0.12306864862330258,0.007101144874468446,0.07914330284337565,0.22704675306190944,-0.07492363212772438,-0.23794655384909774,-0.16921334310124317,-0.024319783536096415,1
-0.11523810383725039,-0.03639677787129024,-0.03572283671739105,0.03757263056762353,-0.11727100985026868,0.09354616795354424,-0.04213468597315133,-0.04055683522257939,0.01287832944666313,0.04106820959776165,-0.0646444103207459,0.05123993740794794,0.1494311167661316,-0.07189298106846338,0.15239241110666238,0.04648657075681803,-0.11885809192577615,-0.03210697892837801,0.07305996510834295,-0.02206461116184847,-0.01591830143994191,0.05814725495509536,0.08141291681556354,-0.19260194168941297,-0.0017628699604253424,-0.08334431323988185,-0.017290495435239056,-0.007080054699425555,0.02363955305562295,0.06505712450195866,-0.026934513042586795,0.10304638271794674,-0.03351534441972422,-0.11174227701044305,-0.0936228076796087,0.0783086902894788,0.04774592565855586,-0.03916394309000796,0.10449187785629778,-0.19410542457022684,-0.08496711945825039,0.21048281776243227,-0.08117016960409758,-0.04471435466226428,-0.02499569328303667,0.0046446929132179455,-0.17139872127680722,0.03540837529308579,-0.016607285981197182,0.03415707488076631,0.18106301082855467,0.03495401217034978,-0.08424146318290521,0.05174394929533864,0.04384358722358655,0.04701622694088617,0.08685000618595254,0.0024452697738950595,0.05413538518985932,0.14789996529926863,-0.04562341839498023,-0.1575903388389208,-0.09956447824455647,-0.016787620797565087,1
-0.19654273109490725,-0.05268604579094322,-0.07165421174958031,0.07305216020532943,-0.22543233070563415,0.17195490859616103,-0.06520967754322361,-0.08326660503355905,0.03441199576767023,0.07612741337760916,-0.11696765440555805,0.07345964777484001,0.2653449099056393,-0.14754532786618585,0.2948691979498959,0.08095881152226828,-0.2145573853817273,-0.06286757056442822,0.13952456442317232,-0.057937419948544594,-0.0497567686460996,0.11541618617249039,0.1459703937004459,-0.3749338770087095,-0.006399443469684016,-0.13835212867049082,-0.011718270217781847,-0.01025458744001337,0.037490826413441605,0.11879376225655544,-0.05282515125903994,0.2165387584617302,-0.060580071401187874,-0.21183818993705109,-0.18278608460566326,0.14349310893436618,0.09040531066637685,-0.08126713893254922,0.20887109206028362,-0.36262688467754645,-0.16833404449348466,0.4088930060239905,-0.1511305647182645,-0.07483711066665723,-0.030844783196176225,0.03169040346906416,-0.3383069048088262,0.0936228883770998,-0.029953795627621498,0.08333218992598593,0.31774357340714715,0.07212373605146608,-0.14808829022791892,0.09565706202432765,0.06075531377536344,0.08995941978850788,0.16903668931967758,0.020576060324798317,0.09425710540690875,0.2798842436991919,-0.09137623431161046,-0.2903023908370511,-0.1976169804185431,-0.02378662670912974,1
-0.006754311131468664,-0.004542892177899678,-0.005089041544124484,0.005584254550437133,-0.008928806326972941,0.0018693122547119856,-0.0020205953624099493,-0.0029257137211970985,0.001902688721505304,0.0024337099166586995,-0.005020463722757995,0.007066225987121773,0.00823139197503527,-0.0061636030829201145,0.009336598023461798,0.003425652471681436,-0.0043539939215406775,-0.005173131901149948,0.006025261400888364,-0.0036406156286830083,-0.002444904763251543,0.0024878353772995374,0.002215607809678962,-0.013298805308295414,-0.0031000585295259953,-0.004115671152248979,-0.000521359887594978,-0.0009624060961262634,-0.0012754410369476925,0.004172485108332087,-0.0009922190802171826,0.005612646772836645,0.0017804362578317523,-0.006236825295976208,-0.005810476839542389,0.008529334949950377,0.0007160449943815669,-0.002244478809492042,0.006733319566895564,-0.015266585726446161,-0.00516069905521969,0.012916009252270063,-0.005040438108456631,-0.005964808631688356,-0.0041043116167808575,0.00016697977359096208,-0.014675993278312186,0.0028190795662036785,0.002417755538772326,0.0005586044862866402,0.007856434055914482,0.0014186655074202765,-0.0067897477808098,0.0029479615235080323,0.005842339189257473,0.00472896418068558,0.006615617855762442,0.004212637431919575,0.0019917964624861875,0.009032644021014372,-0.007072272322451075,-0.00716687956204017,-0.007911837942325898,-0.002144729563345512,1
-0.16958107018532853,-0.052688387556311986,-0.051912081769357125,0.0611426433819967,-0.17826377475478997,0.13636264093220235,-0.06303481243861218,-0.06816398551066717,0.021314114832784982,0.061552189373954506,-0.08362521956053873,0.06674896415788681,0.22895682664432873,-0.11109458438586443,0.2354456526848177,0.059331393100243685,-0.18233124838443474,-0.05502458162760983,0.11812982795139154,-0.04956044646290441,-0.02856317984793956,0.08136450483774145,0.12580370698124171,-0.3036304822191596,0.002832113850551347,-0.13630648095471162,-0.024869872990529986,-0.012229108375807603,0.035529004134392986,0.09240063214674592,-0.04773707630423208,0.16926371799005815,-0.05174651277872423,-0.1639123110876729,-0.14439304253513305,0.11500379627880951,0.0702916702760073,-0.05113925266390045,0.15593088353149748,-0.286804511435912,-0.13704183620090285,0.3299421781421794,-0.1254156659046809,-0.06804974321858026,-0.03183214231394231,0.009053853526711463,-0.2742375844112151,0.0640646965863804,-0.02895271647721529,0.04583814008316646,0.2750502825869868,0.05078302593901753,-0.13517855004562687,0.07213883724374076,0.06762911526020617,0.07449402425748607,0.12363628546396892,-0.0018754133799423775,0.06974052789155394,0.21980429239726315,-0.08028950315686718,-0.24665942383774866,-0.1592630453252544,-0.02746752375193561,1
-0.19776672330231237,-0.06912519179063682,-0.06768887200040552,0.07847921371471901,-0.18750745561929086,0.14951884418200606,-0.06079349579671637,-0.0741354657933325,0.020872227226694424,0.0651636807392023,-0.10245971198683271,0.07554306739415878,0.2525371368437146,-0.11794495470941257,0.2601609362038569,0.07483687245285882,-0.1950589990652262,-0.05719633621386796,0.13069630380349012,-0.03747899449006535,-0.04368013319057914,0.10146112405793527,0.14306984199449801,-0.3291514477513817,-0.0014266350831931983,-0.1479443488150047,-0.01984966409434445,-0.004171324126685086,0.04021734356856308,0.11394799534732905,-0.050813453779436454,0.190717247666609,-0.06458397306358585,-0.19954309592811534,-0.15010616392530024,0.13852244716522713,0.08211655070623144,-0.06511829260927744,0.17907382005777878,-0.3412277323450559,-0.13979709930031392,0.36899256789519524,-0.13849263908550477,-0.0748195174233749,-0.04768275609538437,0.01866798529264111,-0.29104083681550735,0.06891834950343204,-0.031346572521262064,0.049002701141990915,0.30234855122100085,0.044977976489836015,-0.14691903181553173,0.08499528414223534,0.07325471620947027,0.08326501684645429,0.14336518097059944,0.007677859550219579,0.07626119742389374,0.24554739716964272,-0.07306249647472914,-0.28108437220977905,-0.1696477766829328,-0.02722547825676604,1
-0.03679109513302592,-0.01369860881023437,-0.011594316595174532,0.011179755017052385,-0.03810143494031744,0.03095480845621886,-0.013997641837240154,-0.01243994542226651,0.004444826057458178,0.013989883173123533,-0.01831133961651234,0.01600428868117346,0.04796971145139863,-0.02141526764140469,0.048603699480968605,0.013194358698959324,-0.037503980492746974,-0.009888787028141954,0.024747539408092555,-0.007729173843511083,-0.008535843296132719,0.020385470700777196,0.026101857701700707,-0.06182002471487454,-0.001942741726607176,-0.027632106541088743,-0.0038033494562656183,-0.0011666976929034796,0.008076993164766153,0.022295573419777358,-0.008491921702095189,0.03531700531466606,-0.01011697974605882,-0.0358363846323126,-0.028325505434545352,0.02375642586613391,0.01510579342960982,-0.01237234310533398,0.03307683308060192,-0.06411385151733022,-0.0285849968941159,0.0686096558014508,-0.028281404455094857,-0.01805364705425281,-0.006135678527069568,-9.9628005587642e-05,-0.05575701804767224,0.011945745453053956,-0.005626417285461782,0.009813544823199218,0.0572695652895647,0.008667761946739159,-0.027746097180828114,0.018218661175156508,0.012949775445722093,0.013854017324310335,0.027371472497266718,0.0013448808453215455,0.016262481403518516,0.04543982434049038,-0.015355491950492463,-0.052808841245504036,-0.03509353165250975,-0.004331512753932212,1
-0.22744311217931992,-0.09043486411633724,-0.06822521096600735,0.0893399579737811,-0.23764412443678667,0.19798663555163928,-0.102457230319913,-0.10478029173224214,0.036432831893065704,0.08749569596554291,-0.12985105929831836,0.11116068179724103,0.3082360122972069,-0.1566412012226523,0.30911472613398144,0.10197388651988845,-0.2669000064141731,-0.07590907263975749,0.1570085842002764,-0.04983963946715255,-0.050667028542251344,0.11146409409566525,0.17545941740923382,-0.42328976602615553,-0.004655855306562908,-0.18863221789348594,-0.0427820290345327,-0.015587047697911832,0.03792393220708696,0.13484649929748055,-0.06316469612709702,0.23854615561295042,-0.08522603677664982,-0.24335418249346671,-0.20554981891999635,0.1652441659417162,0.10143155650919343,-0.08494204374406725,0.2056376607648959,-0.4316559597141446,-0.20016738430608033,0.4634590371080892,-0.18310020412869524,-0.11033244200417415,-0.04407594159884537,0.03493598735881375,-0.3950977924631591,0.07462469828463694,-0.02727109458584814,0.06182923337117709,0.37845360498845654,0.0682998985706016,-0.17797542706211197,0.09716610433261326,0.07693693322436686,0.11083270990638994,0.1946756083284817,-0.0001415403191671469,0.09118298851721425,0.2883570896909929,-0.09455555366002955,-0.35348528370501453,-0.22914748627350645,-0.03180752940255495,1
-0.04939529054793771,-0.016038402683723568,-0.017932436553922577,0.017049568011183448,-0.05051857850457453,0.03894423174389293,-0.01889440590338984,-0.018627620486165213,0.005190257566262905,0.01812971292988703,-0.02791768842176639,0.022814458570312043,0.0652530699022627,-0.03291960065677373,0.07130987041733186,0.017481920057567612,-0.05339079003832094,-0.013757306510046108,0.034661772995114616,-0.010648843180747922,-0.010058943933206924,0.02682241294310648,0.0368640428053603,-0.08747654535717414,-0.000550866388396806,-0.03975778559171804,-0.006047049642271059,-0.0018868686715036295,0.010194015940500874,0.030396333651674722,-0.013001636307839608,0.04731134859043215,-0.017449446229425684,-0.05061870537929791,-0.041225877534477116,0.03231328437180033,0.020881187872832975,-0.016323459471034387,0.046336178561892316,-0.08845582639986879,-0.0384013922943922,0.09556336537812211,-0.03648323644318205,-0.023095602157860575,-0.009469786230173862,0.0044866240657969415,-0.07956411272452181,0.02028767610089121,-0.004552636713147938,0.013515271359251478,0.07840513177196433,0.01563860515715931,-0.03955501225924778,0.023926967816131243,0.02093576287227458,0.021824059699232994,0.03844790132925584,0.0021391475559774725,0.021986953627705322,0.06595047072980297,-0.020147653826998985,-0.0744494108718315,-0.04575947905057424,-0.007250454995893675,1
-0.05319974571466446,-0.020484833046793938,-0.022201111540198326,0.021690361201763153,-0.0487661212682724,0.03565473482012749,-0.022089621052145958,-0.014085870236158371,0.0112023139372468,0.024250468239188194,-0.032535675913095474,0.02574065700173378,0.06892018020153046,-0.03377019613981247,0.06664909422397614,0.013019581325352192,-0.05099396035075188,-0.01890726387500763,0.02827562391757965,-0.013198594562709332,-0.007988668978214264,0.027195923030376434,0.03355531394481659,-0.08856682479381561,7.98476321506314e-05,-0.03662567585706711,-0.009497331455349922,-0.0019828532822430134,0.0017636988777667284,0.025895314291119576,-0.007462705485522747,0.05439048260450363,-0.009830247610807419,-0.04633580893278122,-0.03673504292964935,0.04124763235449791,0.019318904727697372,-0.018029309809207916,0.04684612527489662,-0.09645401686429977,-0.03875603526830673,0.10013643652200699,-0.039910051971673965,-0.030564405024051666,-0.01358022727072239,0.003921603783965111,-0.08986800163984299,0.01537445466965437,-0.002108244691044092,0.018900316208600998,0.08509884029626846,0.020773794502019882,-0.041603073477745056,0.018976211547851562,0.015519165433943272,0.029221784323453903,0.03713633120059967,-0.00567950215190649,0.02366565354168415,0.07020178437232971,-0.02931574173271656,-0.07202643156051636,-0.04758299142122269,-0.012452122755348682,1
